タイトル,メモ,URL,コメント
カトリック本原教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%9C%AC%E5%8E%9F%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356aac9408d42ac5:0xaaed7cf412bb8b45,
カトリック東長崎教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%9D%B1%E9%95%B7%E5%B4%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356aaaf9f46a6757:0x798352e6834c3b8e,
カトリック飽の浦教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%A3%BD%E3%81%AE%E6%B5%A6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x351552e24115a0c3:0x443801e081bb88bb,
カトリック西町教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%A5%BF%E7%94%BA%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356aace005128383:0xc8b44bd54e3e6fd4,
カトリック大浦教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E6%B5%A6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3515530fb8712e6f:0x8fe296d9ec81bae2,
カトリック城山教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%9F%8E%E5%B1%B1%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356aad2c056d7af1:0x83a7b0923acb8e92,
カトリック中町教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%B8%AD%E7%94%BA%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x351553399ad2a5af:0x729bf772d1e4f250,
カトリック牧野教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%89%A7%E9%87%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356a93e45781ff71:0xf7cdfee235648d07,
カトリック牧野教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%89%A7%E9%87%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356ab4f398537f45:0xbf558c065ed3c8c5,
カトリック黒崎教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%BB%92%E5%B4%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356ab4bf0f50e045:0xf82a23a1dce113ae,
カトリック大野教会堂,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E9%87%8E%E6%95%99%E4%BC%9A%E5%A0%82/data=!4m2!3m1!1s0x356ab51ac13d53a7:0x7ad5ba48b9adb2c6,
カトリック出津教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%87%BA%E6%B4%A5%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356ab4dc8a429803:0xd8fe2ac703308ee2,
カトリック水主町教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%B0%B4%E4%B8%BB%E7%94%BA%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356aa7bcf62b5c2f:0xdbb4081a653bf5e4,
カトリック植松教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%A4%8D%E6%9D%BE%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356aa70df8ded495:0xb954797d7bf0d313,
お告げのマリア修道会桐修道院,,https://www.google.com/maps/place/%E3%81%8A%E5%91%8A%E3%81%92%E3%81%AE%E3%83%9E%E3%83%AA%E3%82%A2%E4%BF%AE%E9%81%93%E4%BC%9A%E6%A1%90%E4%BF%AE%E9%81%93%E9%99%A2/data=!4m2!3m1!1s0x3514c6eb029b4577:0xddfe9d4cc48f8c7,
福見修道院,,https://www.google.com/maps/place/%E7%A6%8F%E8%A6%8B%E4%BF%AE%E9%81%93%E9%99%A2/data=!4m2!3m1!1s0x3514c428b17fb853:0xc45ab262407b841d,
カトリック猪ノ浦教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%8C%AA%E3%83%8E%E6%B5%A6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514c84e112f70f3:0xbcf334b5f0a9ea78,
立谷教会跡,,https://www.google.com/maps/place/%E7%AB%8B%E8%B0%B7%E6%95%99%E4%BC%9A%E8%B7%A1/data=!4m2!3m1!1s0x3513801c58d9433b:0x833a713c9ab6a30f,
井持浦ルルド水の聖母堂,,https://www.google.com/maps/place/%E4%BA%95%E6%8C%81%E6%B5%A6%E3%83%AB%E3%83%AB%E3%83%89%E6%B0%B4%E3%81%AE%E8%81%96%E6%AF%8D%E5%A0%82/data=!4m2!3m1!1s0x3513802ac12340e5:0x65aac9f47d6fd480,
カトリック玉之浦教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%8E%89%E4%B9%8B%E6%B5%A6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x35137f9ed176b515:0x683d707b41424fe3,
カトリック井持浦教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%BA%95%E6%8C%81%E6%B5%A6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3513802ac12340e5:0x5e6fc9c799ee9e4c,
カトリック嵯峨島教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%B5%AF%E5%B3%A8%E5%B3%B6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x35137c501587cda9:0x7b18ca42a82eab5e,
カトリック繁敷教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%B9%81%E6%95%B7%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514843d322ab20f:0x66b07edb95acbfc3,
カトリック貝津教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%B2%9D%E6%B4%A5%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x351482879af883d5:0x2729c07c30ed45fe,
打折カトリック教会,,https://www.google.com/maps/place/%E6%89%93%E6%8A%98%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x35149ccd28329519:0x6265cc000f98b0f1,
カトリック三井楽教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%B8%89%E4%BA%95%E6%A5%BD%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x35149d6a53564f73:0xfb620cf9f1c3830a,
旧五輪教会堂,,https://www.google.com/maps/place/%E6%97%A7%E4%BA%94%E8%BC%AA%E6%95%99%E4%BC%9A%E5%A0%82/data=!4m2!3m1!1s0x3514960aaf6ac125:0x3fe1329f6233844e,
カトリック牢屋の窄殉教記念聖堂,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%89%A2%E5%B1%8B%E3%81%AE%E7%AA%84%E6%AE%89%E6%95%99%E8%A8%98%E5%BF%B5%E8%81%96%E5%A0%82/data=!4m2!3m1!1s0x3514965b58ed68e1:0x3a4f8387a3f128a3,
カトリック半泊教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%8D%8A%E6%B3%8A%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x35149a1945ffaed5:0x7f0525a33f6fd556,
カトリック堂崎天主堂,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A0%82%E5%B4%8E%E5%A4%A9%E4%B8%BB%E5%A0%82/data=!4m2!3m1!1s0x351490b96c25f707:0xa836873d5ed9e477,
宮原カトリック教会,,https://www.google.com/maps/place/%E5%AE%AE%E5%8E%9F%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514be7f62489575:0x7f0559f2f6208226,
カトリック土井ノ浦教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%9C%9F%E4%BA%95%E3%83%8E%E6%B5%A6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514c7478df3fd83:0x984f28ba4ff20dee,
カトリック奈留教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A5%88%E7%95%99%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514bc32b3a5b7c1:0x4c32a71ed466a3e6,
カトリック南越教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%8D%97%E8%B6%8A%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356b31766f7b99fd:0xfe9d66fe7bc34a3d,
カトリック五輪教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%BA%94%E8%BC%AA%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x35149b503c4f1cbb:0x8f520277bfe1e97b,
カトリック 浜脇教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF+%E6%B5%9C%E8%84%87%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514973cbdabc347:0xb40e24ab16b36f09,
カトリック高井旅教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%AB%98%E4%BA%95%E6%97%85%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514c69c9575cd93:0xc7b4b95c0679df5d,
世界遺産 カトリック江上教会 (江上天主堂),,https://www.google.com/maps/place/%E4%B8%96%E7%95%8C%E9%81%BA%E7%94%A3+%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%B1%9F%E4%B8%8A%E6%95%99%E4%BC%9A+(%E6%B1%9F%E4%B8%8A%E5%A4%A9%E4%B8%BB%E5%A0%82)/data=!4m2!3m1!1s0x3514be7f62489575:0xefd52794146a10b7,
カトリック福見教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%A6%8F%E8%A6%8B%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514c428aee22b69:0x88d366aac3b423db,
カトリック楠原教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%A5%A0%E5%8E%9F%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x35149b503c4f1cbb:0x58ecd7006f5719d,
カトリック福江教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%A6%8F%E6%B1%9F%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x35149021e3180db9:0xbe58ffb9183c69bc,
カトリック浦頭教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%B5%A6%E9%A0%AD%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x351490887b7d70cf:0x4d43b06b683b1417,
カトリック桐教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%A1%90%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514c6ea7fc6f9c1:0xed91e63a65efe98a,
カトリック水の浦教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%B0%B4%E3%81%AE%E6%B5%A6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x35149b6efe6cf62f:0xb0395031f950f2c1,
お告げのマリア修道会鯛の浦修道院,,https://www.google.com/maps/place/%E3%81%8A%E5%91%8A%E3%81%92%E3%81%AE%E3%83%9E%E3%83%AA%E3%82%A2%E4%BF%AE%E9%81%93%E4%BC%9A%E9%AF%9B%E3%81%AE%E6%B5%A6%E4%BF%AE%E9%81%93%E9%99%A2/data=!4m2!3m1!1s0x3514ce917bdd16fd:0xcf0cbd5186836a35,
青砂ヶ浦修道院,,https://www.google.com/maps/place/%E9%9D%92%E7%A0%82%E3%83%B6%E6%B5%A6%E4%BF%AE%E9%81%93%E9%99%A2/data=!4m2!3m1!1s0x3514cc8dc5d7b507:0xbf72b7276e4415c0,
頭ヶ島教会,,https://www.google.com/maps/place/%E9%A0%AD%E3%83%B6%E5%B3%B6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514d2c48f7e6aaf:0x68d47abffce72edc,
頭ケ島天主堂,,https://www.google.com/maps/place/%E9%A0%AD%E3%82%B1%E5%B3%B6%E5%A4%A9%E4%B8%BB%E5%A0%82/data=!4m2!3m1!1s0x3514d2c5a0263871:0xb27718959c99c36e,
カトリック船隠教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%88%B9%E9%9A%A0%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514cf5c376332c9:0x421b84021a26726e,
カトリック小瀬良教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%B0%8F%E7%80%AC%E8%89%AF%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356b331bc45e91f1:0x7b0c30628d0bafd8,
カトリック佐野原教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%BD%90%E9%87%8E%E5%8E%9F%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514c8cb45c40c5b:0x7dcd13fc6cc81098,
カトリック浜串教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%B5%9C%E4%B8%B2%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514c5e9049b4e4b:0xf59e87855cc482bb,
カトリック真手ノ浦教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%9C%9F%E6%89%8B%E3%83%8E%E6%B5%A6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514c8927b257659:0xfb249427e8013c71,
カトリック若松大浦教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%8B%A5%E6%9D%BE%E5%A4%A7%E6%B5%A6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514c672342129f3:0x9eb978407b096169,
カトリック大水教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E6%B0%B4%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356b333d8b9cbb27:0xb0b4c632e6424f2a,
カトリック中ノ浦教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%B8%AD%E3%83%8E%E6%B5%A6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514c608b978fb4f:0x7e65d6a280e327db,
カトリック丸尾教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%B8%B8%E5%B0%BE%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514cc68404d6bdd:0xad59f43055666051,
カトリック青砂ヶ浦教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%9D%92%E7%A0%82%E3%83%B6%E6%B5%A6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514cc8c32b489a5:0xb51dd4af221796f0,
カトリック青方教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%9D%92%E6%96%B9%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514c955bd4b8457:0x68d9cf1d9b80a876,
カトリック跡次教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%B7%A1%E6%AC%A1%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514bdd5f5c84289:0xbf022d26c381eeec,
カトリック鯛ノ浦教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%AF%9B%E3%83%8E%E6%B5%A6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514ce910c7d7a09:0x2ee2dafc7713b260,
カトリック曽根教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%9B%BD%E6%A0%B9%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514ccb5b5a856bd:0x4966510b091ad951,
カトリック冷水教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%86%B7%E6%B0%B4%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514cb7953efb19b:0xf8d0a3e416c8c952,
カトリック大曽教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E6%9B%BD%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3514c9684974e92f:0x7eb2ecf178b4e337,
カトリック大瀬戸教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E7%80%AC%E6%88%B8%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356ac9fa7b4bbb47:0x774b7af2f5e8585b,
カトリック俵町教会信徒会館,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%BF%B5%E7%94%BA%E6%95%99%E4%BC%9A%E4%BF%A1%E5%BE%92%E4%BC%9A%E9%A4%A8/data=!4m2!3m1!1s0x356a9413de103e93:0x358d973cfffc55e4,
お告げのマリア修道会相浦修道院,,https://www.google.com/maps/place/%E3%81%8A%E5%91%8A%E3%81%92%E3%81%AE%E3%83%9E%E3%83%AA%E3%82%A2%E4%BF%AE%E9%81%93%E4%BC%9A%E7%9B%B8%E6%B5%A6%E4%BF%AE%E9%81%93%E9%99%A2/data=!4m2!3m1!1s0x356a94d666e72381:0xceb3c70c52f77bca,
純心聖母会神崎修道院,,https://www.google.com/maps/place/%E7%B4%94%E5%BF%83%E8%81%96%E6%AF%8D%E4%BC%9A%E7%A5%9E%E5%B4%8E%E4%BF%AE%E9%81%93%E9%99%A2/data=!4m2!3m1!1s0x356ae983479a526b:0x33891dab7490ef7f,
カトリック船越教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%88%B9%E8%B6%8A%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356a9573d2f661a1:0x5ca3cfe8a9d5031f,
カトリック黒島教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%BB%92%E5%B3%B6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356ac3a2c2e84337:0x5304cbec244cb7cc,
カトリック間瀬教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%96%93%E7%80%AC%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356ac7b730fa5145:0x9fd4b9aada18a5c1,
カトリック烏帽子教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%83%8F%E5%B8%BD%E5%AD%90%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356a96cd13fc6f75:0xaa166ada2453d831,
カトリック大野教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E9%87%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356a93e45781ff71:0x87577611b345ed5,
カトリック皆瀬教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%9A%86%E7%80%AC%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356a93856e21db69:0x52c944bff3f7d495,
カトリック大野教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E9%87%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356a93e45778c999:0x3567d437b4b0282b,
カトリック相浦教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%9B%B8%E6%B5%A6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356a94d64fb0aed7:0x8cb96d8fda8bbdf0,
カトリック鹿子前教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%B9%BF%E5%AD%90%E5%89%8D%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356a950c36541471:0x8a241d8a5a456ed4,
カトリック俵町教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%BF%B5%E7%94%BA%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356a9413de103e93:0x415611c0430bbd3,
カトリック天神教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A9%E7%A5%9E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356a95d8a4802443:0xe7869ff75f8733e4,
カトリック太田尾教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%AA%E7%94%B0%E5%B0%BE%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356ac63f21d55c89:0x35ac5780d21f5a34,
カトリック三浦町教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%B8%89%E6%B5%A6%E7%94%BA%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356a942e65541be9:0xfb3db2b740fc9643,
カトリック大加勢教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E5%8A%A0%E5%8B%A2%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356ae95903f728b7:0xeab4e17582a953a,
カトリック大佐志教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E4%BD%90%E5%BF%97%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356addf04dd7ba05:0x599ce31118506f3,
カトリック神崎教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%A5%9E%E5%B4%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356ae98271175ceb:0xdb34b5680e99786,
カトリック浅子教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%B5%85%E5%AD%90%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356aeae4f54946a5:0xc105653c68ca641b,
カトリック大崎教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E5%B4%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356aeab7d2749167:0xcb15bbbe3a068627,
カトリック横浦教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%A8%AA%E6%B5%A6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356aeba6f1a527ab:0xdae74904c6619a5b,
カトリック褥崎教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%A4%A5%E5%B4%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356ae95913556399:0x343ee3f9512f0128,
木ヶ津カトリック教会,,https://www.google.com/maps/place/%E6%9C%A8%E3%83%B6%E6%B4%A5%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356ae8989da8f26d:0x1b2214d6b235c111,
紐差カトリック教会,,https://www.google.com/maps/place/%E7%B4%90%E5%B7%AE%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356ae608ad832779:0x236f71d557539548,
カトリック宝亀教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%AE%9D%E4%BA%80%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356aef12362a1309:0xe08dc955fa29b367,
カトリック佐々教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%BD%90%E3%80%85%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356aeb5a4ba20d37:0xb4369fd55f0ce8ef,
カトリック川棚教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%B7%9D%E6%A3%9A%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356a9882b97957bf:0x88f70887b3cecd17,
カトリック早岐教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%97%A9%E5%B2%90%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356a970b5c8de1cb:0xd5730a9989a8adfc,
カトリック多久教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%9A%E4%B9%85%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3541d2d758e5cb97:0xed28655e06cc4025,
お告げのマリア修道会 西木場修道院,,https://www.google.com/maps/place/%E3%81%8A%E5%91%8A%E3%81%92%E3%81%AE%E3%83%9E%E3%83%AA%E3%82%A2%E4%BF%AE%E9%81%93%E4%BC%9A+%E8%A5%BF%E6%9C%A8%E5%A0%B4%E4%BF%AE%E9%81%93%E9%99%A2/data=!4m2!3m1!1s0x356af33057ec1d61:0xe6d7dc1ea093c9de,
カトリック潜竜教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%BD%9C%E7%AB%9C%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x356a929ac09017ab:0xcf53ff2daba26347,
